Nickname,Player Details,Final Score,Show Info
Alex,"Alex Jacob, a currency trader from Chicago, Illinois (whose 5-day cash winnings total $129,401)","$20,401 ","J! Archive - Show #7050, aired 2015-04-17"
Nikhil,"Nikhil Neelakantan, an operations analyst from Richmond, Virginia","$2,999 ","J! Archive - Show #7050, aired 2015-04-17"
Scott,"Scott Blish, a technical writer and stay-at-home dad originally from Elmira Heights, New York","$7,200 ","J! Archive - Show #7050, aired 2015-04-17"
Alex,"Alex Jacob, a currency trader from Chicago, Illinois (whose 4-day cash winnings total $109,401)","$20,000 ","J! Archive - Show #7049, aired 2015-04-16"
Dane,"Dane Walker, a courier from Flint, Michigan","$11,300 ","J! Archive - Show #7049, aired 2015-04-16"
Erin,"Erin Steinhart, a clinical research coordinator originally from Worcester, Massachusetts","$10,000 ","J! Archive - Show #7049, aired 2015-04-16"
Alex,"Alex Jacob, a currency trader from Chicago, Illinois (whose 3-day cash winnings total $72,200)","$37,201 ","J! Archive - Show #7048, aired 2015-04-15"
Doug,"Doug Butler, a graduate student in medieval history from Columbia, Missouri",$100 ,"J! Archive - Show #7048, aired 2015-04-15"
Becky,"Becky Hammer, an environmental lawyer from Alexandria, Virginia","$16,499 ","J! Archive - Show #7048, aired 2015-04-15"
Alex,"Alex Jacob, a currency trader from Chicago, Illinois (whose 2-day cash winnings total $49,600)","$2,400 ","J! Archive - Show #7047, aired 2015-04-14"
Corbin,"Corbin Dill, an editor and graduate student in public health from Houston, Texas","$6,600 ","J! Archive - Show #7047, aired 2015-04-14"
Mary,"Mary Suárez, a writer from New York, New York","$26,400 ","J! Archive - Show #7047, aired 2015-04-14"
Alex,"Alex Jacob, a currency trader from Chicago, Illinois (whose 1-day cash winnings total $23,200)","$26,400 ","J! Archive - Show #7046, aired 2015-04-13"
Carlos,"Carlos Capellan, an IT manager from Queens, New York","$5,999 ","J! Archive - Show #7046, aired 2015-04-13"
Kathy,"Kathy Callahan, a student, volunteer and happy retiree from Pittsburgh, Pennsylvania","$8,395 ","J! Archive - Show #7046, aired 2015-04-13"
Chris,"Chris Hurt, an actor and grants analyst from New York, New York (whose 1-day cash winnings total $30,801)","$20,000 ","J! Archive - Show #7045, aired 2015-04-10"
Laura,"Laura Kohlenberg, a global talent management associate originally from Pemberville, Ohio",$100 ,"J! Archive - Show #7045, aired 2015-04-10"
Alex,"Alex Jacob, a currency trader from Chicago, Illinois","$23,200 ","J! Archive - Show #7045, aired 2015-04-10"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire (whose 6-day cash winnings total $146,598)",$1 ,"J! Archive - Show #7044, aired 2015-04-09"
Lindsey,"Lindsey Love, an academic program coordinator from Eden, New York","$18,701 ","J! Archive - Show #7044, aired 2015-04-09"
Chris,"Chris Hurt, an actor and grants analyst from New York, New York","$30,801 ","J! Archive - Show #7044, aired 2015-04-09"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire (whose 5-day cash winnings total $126,598)",$1 ,"J! Archive - Show #7043, aired 2015-04-08"
Travis,"Travis Miscia, an attorney from Jersey City, New Jersey",$0 ,"J! Archive - Show #7043, aired 2015-04-08"
Kaya,"Kaya Chua, a technology consultant from Chula Vista, California","$16,400 ","J! Archive - Show #7043, aired 2015-04-08"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire (whose 4-day cash winnings total $89,600)","$36,998 ","J! Archive - Show #7042, aired 2015-04-07"
Jan,"Jan Schwartzberg, an information manager from Ithaca, New York","$14,798 ","J! Archive - Show #7042, aired 2015-04-07"
Evan,"Evan Bick, a graduate student in psychology from Cambridge, Massachusetts","$8,100 ","J! Archive - Show #7042, aired 2015-04-07"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire (whose 3-day cash winnings total $66,000)","$23,600 ","J! Archive - Show #7041, aired 2015-04-06"
Brian,"Brian Carrick, a restaurant owner from Portland, Oregon","$6,600 ","J! Archive - Show #7041, aired 2015-04-06"
Eric,"Eric Simmonds, an executive assistant from Los Angeles, California","$5,999 ","J! Archive - Show #7041, aired 2015-04-06"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire (whose 2-day cash winnings total $42,802)","$23,198 ","J! Archive - Show #7040, aired 2015-04-03"
Tom,"Tom Imler, a data repair technician from Cary, North Carolina","$11,500 ","J! Archive - Show #7040, aired 2015-04-03"
Pat,"Pat Kavanaugh, a marketing content manager from Chicago, Illinois","$13,000 ","J! Archive - Show #7040, aired 2015-04-03"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire (whose 1-day cash winnings total $19,201)","$23,601 ","J! Archive - Show #7039, aired 2015-04-02"
Sharon,"Sharon Boyd, a public health advisor from Washington, D.C.","$9,599 ","J! Archive - Show #7039, aired 2015-04-02"
Niels,"Niels Hirschmann, a commercial property manager from Belmont, California","$23,600 ","J! Archive - Show #7039, aired 2015-04-02"
Michael,"Michael Bilow, a Ph.D. student in computer science originally from Chicago, Illinois (whose 3-day cash winnings total $96,000)","$12,600 ","J! Archive - Show #7038, aired 2015-04-01"
Kerry,"Kerry Greene, a volunteer guardian ad litem from Manchester, New Hampshire","$6,400 ","J! Archive - Show #7038, aired 2015-04-01"
Max,"Max Henkel, a project manager from Madison, Wisconsin","$12,200 ","J! Archive - Show #7038, aired 2015-04-01"
Michael,"Michael Bilow, a Ph.D. student in computer science originally from Chicago, Illinois (whose 2-day cash winnings total $38,802)","$57,198 ","J! Archive - Show #7037, aired 2015-03-31"
Erica,"Erica Rosengart, an advertising executive originally from New York, New York","$3,200 ","J! Archive - Show #7037, aired 2015-03-31"
Julio,"Julio Trujillo, a substitute teacher from Denver, Colorado","$9,100 ","J! Archive - Show #7037, aired 2015-03-31"
Michael,"Michael Bilow, a Ph.D. student in computer science originally from Chicago, Illinois (whose 1-day cash winnings total $12,401)","$26,401 ","J! Archive - Show #7036, aired 2015-03-30"
David,"David Zimand, an elementary school administrator from Silver Spring, Maryland","$14,200 ","J! Archive - Show #7036, aired 2015-03-30"
Cynthia,"Cynthia Davis, a patent attorney from Atlanta, Georgia",$200 ,"J! Archive - Show #7036, aired 2015-03-30"
Jacqueline,"Jacqueline Hawkins, an English professor from Louisville, Kentucky (whose 2-day cash winnings total $34,101)",$0 ,"J! Archive - Show #7035, aired 2015-03-27"
Michael,"Michael Bilow, a Ph.D. student in computer science originally from Chicago, Illinois","$12,401 ","J! Archive - Show #7035, aired 2015-03-27"
Eric,"Eric Swanson, a Ph.D. student in experimental pathology from Charlottesville, Virginia","$6,201 ","J! Archive - Show #7035, aired 2015-03-27"
Jacqueline,"Jacqueline Hawkins, an English professor from Louisville, Kentucky (whose 1-day cash winnings total $23,300)","$10,801 ","J! Archive - Show #7034, aired 2015-03-26"
Laura,"Laura Weiner, a customer service representaive from Quincy, Massachusetts","$8,400 ","J! Archive - Show #7034, aired 2015-03-26"
Al,"Al Cho, a corporate strategist originally from Tempe, Arizona","$6,700 ","J! Archive - Show #7034, aired 2015-03-26"
Gautam,"Gautam Mukunda, a professor from Boston, Massachusetts (whose 1-day cash winnings total $24,401)","$17,001 ","J! Archive - Show #7033, aired 2015-03-25"
Jacqueline,"Jacqueline Hawkins, an English professor from Louisville, Kentucky","$23,300 ","J! Archive - Show #7033, aired 2015-03-25"
Tim,"Tim Hague, a tech support retiree from Flower Mound, Texas","$19,999 ","J! Archive - Show #7033, aired 2015-03-25"
Alex,"Alex Navissi, a business development associate originally from Katy, Texas (whose 2-day cash winnings total $26,901)","$24,401 ","J! Archive - Show #7032, aired 2015-03-24"
Cindy,"Cindy Garner, a tax accountant from Omaha, Nebraska","$6,200 ","J! Archive - Show #7032, aired 2015-03-24"
Gautam,"Gautam Mukunda, a professor from Boston, Massachusetts","$12,200 ","J! Archive - Show #7032, aired 2015-03-24"
Alex,"Alex Navissi, a business development associate originally from Katy, Texas (whose 1-day cash winnings total $13,500)","$13,401 ","J! Archive - Show #7031, aired 2015-03-23"
Nate,"Nate Burgan, a research manager from Oak Park, Michigan","$8,600 ","J! Archive - Show #7031, aired 2015-03-23"
Jill,"Jill Locascio, an academic librarian from Brooklyn, New York","$7,599 ","J! Archive - Show #7031, aired 2015-03-23"
Gina,"Gina Shaddox, an accounting service representative from Corvallis, Oregon (whose 1-day cash winnings total $11,000)","$5,200 ","J! Archive - Show #7030, aired 2015-03-20"
Lesley,"Lesley Cooksey, a health care subject matter expert from Springfield, Missouri",$1 ,"J! Archive - Show #7030, aired 2015-03-20"
Alex,"Alex Navissi, a business development associate originally from Katy, Texas","$13,500 ","J! Archive - Show #7030, aired 2015-03-20"
Andrea,"Andrea Keleher, a medical records coder from Denver, Colorado (whose 1-day cash winnings total $18,605)","$1,400 ","J! Archive - Show #7029, aired 2015-03-19"
Gina,"Gina Shaddox, an accounting service representative from Corvallis, Oregon","$11,000 ","J! Archive - Show #7029, aired 2015-03-19"
Brandon,"Brandon Bidlack, a marketing director from Emeryville, California","$3,199 ","J! Archive - Show #7029, aired 2015-03-19"
Kristin,"Kristin Sausville, a stay-at-home mom from Newark, Delaware (whose 5-day cash winnings total $94,201)","$5,599 ","J! Archive - Show #7028, aired 2015-03-18"
Daniel,"Daniel Watkins, a music teacher from Fort Worth, Texas","$12,800 ","J! Archive - Show #7028, aired 2015-03-18"
Andrea,"Andrea Keleher, a medical records coder from Denver, Colorado","$18,605 ","J! Archive - Show #7028, aired 2015-03-18"
Kristin,"Kristin Sausville, a stay-at-home mom from Newark, Delaware (whose 4-day cash winnings total $81,002)","$13,199 ","J! Archive - Show #7027, aired 2015-03-17"
Irene,"Irene Brockman, a graduate student in chemical engineering from Cambridge, Massachusetts","$3,600 ","J! Archive - Show #7027, aired 2015-03-17"
Colin,"Colin Gleeson, a retail manager from Chicago, Illinois","$12,399 ","J! Archive - Show #7027, aired 2015-03-17"
Kristin,"Kristin Sausville, a stay-at-home mom from Newark, Delaware (whose 3-day cash winnings total $52,802)","$28,200 ","J! Archive - Show #7026, aired 2015-03-16"
Pauline,"Pauline Sholtys, an editor from Ansonia, Connecticut","$14,800 ","J! Archive - Show #7026, aired 2015-03-16"
Darren,"Darren Shea, a network administrator from Kyle, Texas","$13,800 ","J! Archive - Show #7026, aired 2015-03-16"
Kristin,"Kristin Sausville, a stay-at-home mom from Newark, Delaware (whose 2-day cash winnings total $31,601)","$21,201 ","J! Archive - Show #7025, aired 2015-03-13"
Kynan,"Kynan Dias, a film student originally from Las Vegas, Nevada",$600 ,"J! Archive - Show #7025, aired 2015-03-13"
Shawn,"Shawn Paul, a restaurant manager originally from Waterville, Maine","$7,000 ","J! Archive - Show #7025, aired 2015-03-13"
Kristin,"Kristin Sausville, a stay-at-home mom from Newark, Delaware (whose 1-day cash winnings total $24,801)","$7,000 ","J! Archive - Show #7024, aired 2015-03-12"
Brad,"Brad King, an automotive engineer from Hartland, Michigan","$7,000 ","J! Archive - Show #7024, aired 2015-03-12"
Stephanie,"Stephanie Hull, a graduate student of philosophy from Columbia, Missouri","$7,000 ","J! Archive - Show #7024, aired 2015-03-12"
Penny,"Penny Reid, a newspaper copy editor from Bloomington, Indiana (whose 1-day cash winnings total $22,400)","$24,801 ","J! Archive - Show #7023, aired 2015-03-11"
Kristin,"Kristin Sausville, a stay-at-home mom from Newark, Delaware","$12,200 ","J! Archive - Show #7023, aired 2015-03-11"
Jim,"Jim Luh, an attorney from Bethesda, Maryland","$12,400 ","J! Archive - Show #7023, aired 2015-03-11"
Jen,"Jen Jabaily Blackburn, an academic assistant from Northampton, Massachusetts (whose 1-day cash winnings total $19,700)","$10,401 ","J! Archive - Show #7022, aired 2015-03-10"
Penny,"Penny Reid, a newspaper copy editor from Bloomington, Indiana","$22,400 ","J! Archive - Show #7022, aired 2015-03-10"
Mikki,"Mikki Gibson, a learning architect from Austin, Texas","$10,398 ","J! Archive - Show #7022, aired 2015-03-10"
Rachael,"Rachael Sims, a law school graduate from Sullivan, Illinois (whose 1-day cash winnings total $21,500)",$0 ,"J! Archive - Show #7021, aired 2015-03-09"
Mike,"Mike Ewing, an attorney from Austin, Texas","$8,000 ","J! Archive - Show #7021, aired 2015-03-09"
Jen,"Jen Jabaily Blackburn, an academic assistant from Northampton, Massachusetts","$19,700 ","J! Archive - Show #7021, aired 2015-03-09"
Laura,"Laura Lorson, a newscaster and editor from Perry, Kansas (whose 2-day cash winnings total $33,400)","$7,200 ","J! Archive - Show #7020, aired 2015-03-06"
Nic,"Nic Pereira, a pool and spa maintenance contractor from Guerneville, California","$7,000 ","J! Archive - Show #7020, aired 2015-03-06"
Rachael,"Rachael Sims, a law school graduate from Sullivan, Illinois","$21,500 ","J! Archive - Show #7020, aired 2015-03-06"
Laura,"Laura Lorson, a newscaster and editor from Perry, Kansas (whose 1-day cash winnings total $11,400)","$22,000 ","J! Archive - Show #7019, aired 2015-03-05"
Austin,"Austin Roberts, a program analyst originally from Spring, Texas",$200 ,"J! Archive - Show #7019, aired 2015-03-05"
Rebecca,"Rebecca Press Schwartz, a high school administrator from New York, New York","$3,200 ","J! Archive - Show #7019, aired 2015-03-05"
Alvin,"Alvin Chin, a tutor from Highland Park, New Jersey (whose 1-day cash winnings total $32,100)",$0 ,"J! Archive - Show #7018, aired 2015-03-04"
Dave,"Dave Perkins, a high school assistant principal from Wenatchee, Washington","$5,999 ","J! Archive - Show #7018, aired 2015-03-04"
Laura,"Laura Lorson, a newscaster and editor from Perry, Kansas","$11,400 ","J! Archive - Show #7018, aired 2015-03-04"
Thomas,"Thomas Phillips, a graduate student originally from Greenville, Alabama (whose 1-day cash winnings total $25,601)","$3,899 ","J! Archive - Show #7017, aired 2015-03-03"
Alvin,"Alvin Chin, a tutor from Highland Park, New Jersey","$32,100 ","J! Archive - Show #7017, aired 2015-03-03"
Erin,"Erin Summers, an actuary from Reno, Nevada","$14,400 ","J! Archive - Show #7017, aired 2015-03-03"
Jose,"Jose Garriga, a communications specialist from Washington, D.C. (whose 2-day cash winnings total $38,402)","$23,001 ","J! Archive - Show #7016, aired 2015-03-02"
Thomas,"Thomas Phillips, a graduate student originally from Greenville, Alabama","$25,601 ","J! Archive - Show #7016, aired 2015-03-02"
Leslie,"Leslie Gordon, a market research analyst originally from Pittsburgh, Pennsylvania","$19,199 ","J! Archive - Show #7016, aired 2015-03-02"
Jose,"Jose Garriga, a communications specialist from Washington, D.C. (whose 1-day cash winnings total $16,401)","$22,001 ","J! Archive - Show #7015, aired 2015-02-27"
Natalie,"Natalie Kistner, a director of business development from Plano, Texas","$4,399 ","J! Archive - Show #7015, aired 2015-02-27"
Richmond,"Richmond Curtiss, a location coordinator from Palm Springs, California",$0 ,"J! Archive - Show #7015, aired 2015-02-27"
Laura,"Laura Gallo, an internal medicine physician originally from Brooklyn, New York (whose 1-day cash winnings total $8,799)",$600 ,"J! Archive - Show #7014, aired 2015-02-26"
Lily,"Lily Foss, a future law student from Manchester, New Hampshire","$16,401 ","J! Archive - Show #7014, aired 2015-02-26"
Jose,"Jose Garriga, a communications specialist from Washington, D.C.","$10,200 ","J! Archive - Show #7014, aired 2015-02-26"
Dava-Leigh,"Dava-Leigh Brush, a stay-at-home mom from Arnold, Missouri (whose 3-day cash winnings total $31,501)","$3,700 ","J! Archive - Show #7013, aired 2015-02-25"
Michael,"Michael Camiel, a banker and financial analyst from Lutherville, Maryland",$0 ,"J! Archive - Show #7013, aired 2015-02-25"
Laura,"Laura Gallo, an internal medicine physician originally from Brooklyn, New York","$8,799 ","J! Archive - Show #7013, aired 2015-02-25"
Dava-Leigh,"Dava-Leigh Brush, a stay-at-home mom from Arnold, Missouri (whose 2-day cash winnings total $11,501)","$20,000 ","J! Archive - Show #7012, aired 2015-02-24"
Jeremy,"Jeremy Johnson, a cashier from Pocono Mountain, Pennsylvania","$10,600 ","J! Archive - Show #7012, aired 2015-02-24"
Shannon,"Shannon Gillard, a certified opthalmic assistant from Lake Charles, Louisiana",$0 ,"J! Archive - Show #7012, aired 2015-02-24"
Dava-Leigh,"Dava-Leigh Brush, a stay-at-home mom from Arnold, Missouri (whose 1-day cash winnings total $1,500)","$10,001 ","J! Archive - Show #7011, aired 2015-02-23"
Gemma,"Gemma Kaneko, a baseball writer originally from Rochester Hills, Michigan",$0 ,"J! Archive - Show #7011, aired 2015-02-23"
Britt,"Britt Harter, an enviromental sustainability consultant from Dorchester, Massachusetts","$8,399 ","J! Archive - Show #7011, aired 2015-02-23"
Christina,"Christina McTighe, a library associate from Washington, D.C. (whose 2-day cash winnings total $36,800)",$0 ,"J! Archive - Show #7010, aired 2015-02-20"
Dava-Leigh,"Dava-Leigh Brush, a stay-at-home mom from Arnold, Missouri","$13,200 ","J! Archive - Show #7010, aired 2015-02-20"
Ashley,"Ashley Singh, a high school Spanish teacher from Louisville, Kentucky","$11,000 ","J! Archive - Show #7010, aired 2015-02-20"
Christina,"Christina McTighe, a library associate from Washington, D.C. (whose 1-day cash winnings total $21,600)","$15,200 ","J! Archive - Show #7009, aired 2015-02-19"
Sam,"Sam Osborne, a graphic design student from Lake City, Florida","$10,700 ","J! Archive - Show #7009, aired 2015-02-19"
Diana,"Diana Zinser, a lawyer from Berwyn, Pennsylvania","$14,400 ","J! Archive - Show #7009, aired 2015-02-19"
Stephanie,"Stephanie Engel, a children's book managing editor from Douglassville, Pennsylvania (whose 1-day cash winnings total $21,199)",$100 ,"J! Archive - Show #7008, aired 2015-02-18"
Christina,"Christina McTighe, a library associate from Washington, D.C.","$21,600 ","J! Archive - Show #7008, aired 2015-02-18"
Ravi,"Ravi Subramanian, a curriculum designer originally from Lexington, Kentucky","$16,399 ","J! Archive - Show #7008, aired 2015-02-18"
Andy,"Andy Axel, a graduate student in poetry from Iowa City, Iowa (whose 1-day cash winnings total $1,599)","$4,600 ","J! Archive - Show #7007, aired 2015-02-17"
Stephanie,"Stephanie Engel, a children's book managing editor from Douglassville, Pennsylvania","$21,199 ","J! Archive - Show #7007, aired 2015-02-17"
Eamon,"Eamon Doyle, a housekeeper and freelance copy editor from Berkeley, California","$1,000 ","J! Archive - Show #7007, aired 2015-02-17"
Karen,"Karen Ash, a business analyst from Brooklyn, New York (whose 2-day cash winnings total $49,600)",$0 ,"J! Archive - Show #7006, aired 2015-02-16"
Andy,"Andy Axel, a graduate student in poetry from Iowa City, Iowa","$1,599 ","J! Archive - Show #7006, aired 2015-02-16"
Susan,"Susan MacKay Smith, a writer from Boulder, Colorado",$0 ,"J! Archive - Show #7006, aired 2015-02-16"
Adam,"Adam Elkana-Hale, a middle school math teacher from St. Louis, Missouri (subtotal of $3,000)",$400 ,"J! Archive - Show #7005, aired 2015-02-13"
Cathy,"Cathy Farrell, a high school science teacher from Wyandotte, Michigan (subtotal of $18,600)",$0 ,"J! Archive - Show #7005, aired 2015-02-13"
Jennifer,"Jennifer Giles, a third grade teacher from Longmont, Colorado (subtotal of $22,400)","$6,400 ","J! Archive - Show #7005, aired 2015-02-13"
Adam,"Adam Elkana-Hale, a middle school math teacher from St. Louis, Missouri","$3,000 ","J! Archive - Show #7004, aired 2015-02-12"
Cathy,"Cathy Farrell, a high school science teacher from Wyandotte, Michigan","$18,600 ","J! Archive - Show #7004, aired 2015-02-12"
Jennifer,"Jennifer Giles, a third grade teacher from Longmont, Colorado","$22,400 ","J! Archive - Show #7004, aired 2015-02-12"
Colin,"Colin O'Grady, a high school English teacher from Alexandria, Virginia","$4,100 ","J! Archive - Show #7003, aired 2015-02-11"
Mary,"Mary Bayer, a middle and high school drama teacher from Hoffman Estates, Illinois",$0 ,"J! Archive - Show #7003, aired 2015-02-11"
Cathy,"Cathy Farrell, a high school science teacher from Wyandotte, Michigan","$15,800 ","J! Archive - Show #7003, aired 2015-02-11"
Jennifer,"Jennifer Giles, a third grade teacher from Longmont, Colorado",$0 ,"J! Archive - Show #7002, aired 2015-02-10"
Kate,"Kate La Rivière-Gagner, a fifth and sixth grade teacher from Starksboro, Vermont","$5,900 ","J! Archive - Show #7002, aired 2015-02-10"
Eric,"Eric Hack, a high school Latin teacher from Cape Charles, Virginia","$16,200 ","J! Archive - Show #7002, aired 2015-02-10"
Adam,"Adam Elkana-Hale, a middle school math teacher from St. Louis, Missouri","$18,500 ","J! Archive - Show #7001, aired 2015-02-09"
Lydia,"Lydia Cuffman, a high school history teacher from Redwood City, California","$7,000 ","J! Archive - Show #7001, aired 2015-02-09"
Erin,"Erin McLaughlin, a fifth grade teacher from Queens, New York","$18,200 ","J! Archive - Show #7001, aired 2015-02-09"
Adam,"Adam Elkana-Hale, a middle school math teacher from St. Louis, Missouri","$18,001 ","J! Archive - Show #7000, aired 2015-02-06"
Kate,"Kate La Rivière-Gagner, a fifth and sixth grade teacher from Starksboro, Vermont","$18,000 ","J! Archive - Show #7000, aired 2015-02-06"
Jay,"Jay Singleton, a high school government and social studies teacher from Waynesboro, Virginia",$0 ,"J! Archive - Show #7000, aired 2015-02-06"
Mary,"Mary Bayer, a middle and high school drama teacher from Hoffman Estates, Illinois","$9,000 ","J! Archive - Show #6999, aired 2015-02-05"
Jennifer,"Jennifer Giles, a third grade teacher from Longmont, Colorado","$18,800 ","J! Archive - Show #6999, aired 2015-02-05"
Chris,"Chris Grinvalds, a high school history teacher and coach from Bennington, Nebraska",$0 ,"J! Archive - Show #6999, aired 2015-02-05"
Tracy,"Tracy Alexander, a high school AP Language teacher from Tucson, Arizona","$3,000 ","J! Archive - Show #6998, aired 2015-02-04"
Eric,"Eric Hack, a high school Latin teacher from Cape Charles, Virginia","$4,400 ","J! Archive - Show #6998, aired 2015-02-04"
MaryLou,"MaryLou McKenna, a high school math teacher from Harwich, Massachusetts","$17,800 ","J! Archive - Show #6998, aired 2015-02-04"
Lydia,"Lydia Cuffman, a high school history teacher from Redwood City, California","$13,400 ","J! Archive - Show #6997, aired 2015-02-03"
Cathy,"Cathy Farrell, a high school science teacher from Wyandotte, Michigan","$4,600 ","J! Archive - Show #6997, aired 2015-02-03"
Michael,"Michael Jones, a middle school special education teacher from Madison, Wisconsin",$0 ,"J! Archive - Show #6997, aired 2015-02-03"
Martha,"Martha Jackson, a high school math teacher from Tabor, Iowa",$400 ,"J! Archive - Show #6996, aired 2015-02-02"
Erin,"Erin McLaughlin, a fifth grade teacher from Queens, New York","$12,600 ","J! Archive - Show #6996, aired 2015-02-02"
Colin,"Colin O'Grady, a high school English teacher from Alexandria, Virginia","$21,200 ","J! Archive - Show #6996, aired 2015-02-02"
Karen,"Karen Ash, a business analyst from Brooklyn, New York (whose 1-day cash winnings total $23,600)","$26,000 ","J! Archive - Show #6995, aired 2015-01-30"
Jim,"Jim Read, a professor of English from Arroyo Grande, California",$5 ,"J! Archive - Show #6995, aired 2015-01-30"
Cate,"Cate Hollenbeck, a trust officer from Los Angeles, California","$6,399 ","J! Archive - Show #6995, aired 2015-01-30"
Marissa,"Marissa Edelman, an attorney from Philadelphia, Pennsylvania (whose 1-day cash winnings total $9,400)",$0 ,"J! Archive - Show #6994, aired 2015-01-29"
Amy,"Amy Schmidt, a psychometrician from Doylestown, Pennsylvania","$23,600 ","J! Archive - Show #6994, aired 2015-01-29"
Karen,"Karen Ash, a business analyst from Brooklyn, New York","$8,800 ","J! Archive - Show #6994, aired 2015-01-29"
Christine,"Christine Kim, a retired homemaker from Greenwich, Connecticut (whose 2-day cash winnings total $41,401)",$1 ,"J! Archive - Show #6993, aired 2015-01-28"
Marissa,"Marissa Edelman, an attorney from Philadelphia, Pennsylvania","$9,400 ","J! Archive - Show #6993, aired 2015-01-28"
Andrew,"Andrew Smith, an aerospace engineer from Madison, Alabama","$2,799 ","J! Archive - Show #6993, aired 2015-01-28"
Christine,"Christine Kim, a retired homemaker from Greenwich, Connecticut (whose 1-day cash winnings total $27,401)","$14,000 ","J! Archive - Show #6992, aired 2015-01-27"
Jennifer,"Jennifer Hindert, a teacher from San Antonio, Texas",$0 ,"J! Archive - Show #6992, aired 2015-01-27"
Brian,"Brian Quinn, a management consultant from Boston, Massachusetts","$13,999 ","J! Archive - Show #6992, aired 2015-01-27"
Brad,"Brad Nehring, a copywriter from Federal Way, Washington (whose 1-day cash winnings total $16,001)","$27,400 ","J! Archive - Show #6991, aired 2015-01-26"
Christine,"Christine Kim, a retired homemaker from Greenwich, Connecticut","$27,401 ","J! Archive - Show #6991, aired 2015-01-26"
Eric,"Eric Park, a public accountant from Dallas, Texas","$1,800 ","J! Archive - Show #6991, aired 2015-01-26"
Will,"Will Anderson, a senior legislative aide originally from Atlanta, Georgia (whose 2-day cash winnings total $23,199)",$99 ,"J! Archive - Show #6990, aired 2015-01-23"
Brad,"Brad Nehring, a copywriter from Federal Way, Washington","$16,001 ","J! Archive - Show #6990, aired 2015-01-23"
Sarah,"Sarah Boulding, a market research and intelligence senior coordinator from Rockledge, Florida","$14,000 ","J! Archive - Show #6990, aired 2015-01-23"
Will,"Will Anderson, a senior legislative aide originally from Atlanta, Georgia (whose 1-day cash winnings total $19,600)",$0 ,"J! Archive - Show #6989, aired 2015-01-22"
Maggie,"Maggie Schreiter, an artist and stay-at-home mom from Ewing, New Jersey","$1,800 ","J! Archive - Show #6989, aired 2015-01-22"
Todd,"Todd Coleman, a physics professor from River Falls, Wisconsin","$8,400 ","J! Archive - Show #6989, aired 2015-01-22"
Daniel,"Daniel Grigg, a beer wholesaler from Colorado Springs, Colorado (whose 1-day cash winnings total $12,000)","$9,600 ","J! Archive - Show #6988, aired 2015-01-21"
Erin,"Erin Rhode, a software engineer originally from Plymouth, Minnesota","$9,399 ","J! Archive - Show #6988, aired 2015-01-21"
Will,"Will Anderson, a senior legislative aide originally from Atlanta, Georgia","$19,600 ","J! Archive - Show #6988, aired 2015-01-21"
Nicholas,"Nicholas Bérubé, an architect originally from State College, Pennsylvania (whose 2-day cash winnings total $19,600)","$6,600 ","J! Archive - Show #6987, aired 2015-01-20"
Daniel,"Daniel Grigg, a beer wholesaler from Colorado Springs, Colorado","$12,000 ","J! Archive - Show #6987, aired 2015-01-20"
Rebeca,"Rebeca Avila, a teacher from Arroyo Grande, California","$5,100 ","J! Archive - Show #6987, aired 2015-01-20"
Nicholas,"Nicholas Bérubé, an architect originally from State College, Pennsylvania (whose 1-day cash winnings total $6,800)","$12,800 ","J! Archive - Show #6986, aired 2015-01-19"
Leah,"Leah Turpin, a senior manager of call center operations from Villa Park, Illinois","$10,000 ","J! Archive - Show #6986, aired 2015-01-19"
Tim,"Tim Lane, a financial services executive from Montvale, New Jersey",$100 ,"J! Archive - Show #6986, aired 2015-01-19"
Amanda,"Amanda Boitano, a 10th grade English teacher originally from Smithtown, New York (whose 1-day cash winnings total $30,401)","$4,601 ","J! Archive - Show #6985, aired 2015-01-16"
Mehmet,"Mehmet Berker, a graphic designer and program manager from ","$6,800 ","J! Archive - Show #6985, aired 2015-01-16"
Nicholas,"Nicholas Bérubé, an architect originally from State College, Pennsylvania","$4,400 ","J! Archive - Show #6985, aired 2015-01-16"
John,"John Schultz, a computer programmer from Ann Arbor, Michigan (whose 5-day cash winnings total $104,500)","$5,201 ","J! Archive - Show #6984, aired 2015-01-15"
Patricia,"Patricia Kelvin, an editor of a monthly newspaper from Poland, Ohio","$11,200 ","J! Archive - Show #6984, aired 2015-01-15"
Amanda,"Amanda Boitano, a 10th grade English teacher originally from Smithtown, New York","$30,401 ","J! Archive - Show #6984, aired 2015-01-15"
John,"John Schultz, a computer programmer from Ann Arbor, Michigan (whose 4-day cash winnings total $85,000)","$16,000 ","J! Archive - Show #6983, aired 2015-01-14"
Joshua,"Joshua Qualls, a theoretical physicist from Lexington, Kentucky","$11,900 ","J! Archive - Show #6983, aired 2015-01-14"
Cyndi,"Cyndi Pruss, a biochemist from Kingston, Ontario, Canada","$15,800 ","J! Archive - Show #6983, aired 2015-01-14"
